233 1545616065 0.000000 0.000000 -101.000000 0.000000 0.000000
233 1545616066 0.000000 0.000000 -101.000000 0.000000 0.000000
233 1545616067 0.000000 0.000000 -101.000000 0.000000 0.000000
233 1545616068 0.000000 0.000000 -101.000000 0.000000 0.000000
233 1545616069 1.384615 5.200000 7.200000 7.200000 -20.200000
233 1545616070 1.384615 5.200000 14.400000 14.400000 -20.200000
233 1545616071 1.384615 5.200000 21.600000 21.600000 -20.200000
233 1545616072 1.384615 5.200000 28.800000 28.800000 -20.200000
233 1545616073 1.384615 5.200000 36.000000 36.000000 -20.200000
233 1545616074 0.750000 16.000000 48.000000 48.000000 -20.200000
233 1545616075 0.750000 16.000000 60.000000 60.000000 -20.200000
233 1545616076 0.750000 16.000000 72.000000 72.000000 -20.200000
233 1545616077 0.750000 16.000000 84.000000 84.000000 -20.200000
233 1545616078 0.750000 16.000000 96.000000 96.000000 -20.200000
233 1545616079 0.363636 26.400000 105.600000 105.600000 -20.200000
233 1545616080 0.363636 26.400000 115.200000 115.200000 -20.200000
233 1545616081 0.363636 26.400000 124.800000 124.800000 -20.200000
233 1545616082 0.363636 26.400000 134.400000 134.400000 -20.200000
233 1545616083 0.363636 26.400000 144.000000 144.000000 -20.200000
233 1545616084 0.170455 35.200000 150.000000 150.000000 -20.200000
233 1545616085 0.170455 35.200000 156.000000 156.000000 -20.200000
233 1545616086 0.170455 35.200000 162.000000 162.000000 -20.200000
233 1545616087 0.170455 35.200000 168.000000 168.000000 -20.200000
233 1545616088 0.170455 35.200000 174.000000 174.000000 -20.200000
233 1545616089 0.238938 45.200000 184.800000 184.800000 -20.200000
233 1545616090 0.238938 45.200000 195.600000 195.600000 -20.200000
233 1545616091 0.238938 45.200000 206.400000 206.400000 -20.200000
233 1545616092 0.238938 45.200000 217.200000 217.200000 -20.200000
233 1545616093 0.238938 45.200000 228.000000 228.000000 -20.200000
233 1545616094 0.097122 55.600000 233.400000 233.400000 -20.200000
233 1545616095 0.097122 55.600000 238.800000 238.800000 -20.200000
233 1545616096 0.097122 55.600000 244.200000 244.200000 -20.200000
233 1545616097 0.097122 55.600000 249.600000 249.600000 -20.200000
233 1545616098 0.097122 55.600000 255.000000 255.000000 -20.200000
233 1545616099 0.078652 71.200000 260.600000 260.600000 -20.200000
233 1545616100 0.078652 71.200000 266.200000 266.200000 -20.200000
233 1545616101 0.078652 71.200000 271.800000 271.800000 -20.200000
233 1545616102 0.078652 71.200000 277.400000 277.400000 -20.200000
233 1545616103 0.078652 71.200000 283.000000 283.000000 -20.200000
233 1545616104 0.040380 84.200000 286.400000 286.400000 -20.200000
233 1545616105 0.040380 84.200000 289.800000 289.800000 -20.200000
233 1545616106 0.040380 84.200000 293.200000 293.200000 -20.200000
233 1545616107 0.040380 84.200000 296.600000 296.600000 -20.200000
233 1545616108 0.040380 84.200000 300.000000 300.000000 -20.200000
233 1545616109 0.000000 96.000000 300.000000 300.000000 -20.200000
233 1545616110 0.000000 96.000000 300.000000 300.000000 -20.200000
233 1545616111 0.000000 96.000000 300.000000 300.000000 -20.200000
233 1545616112 0.000000 96.000000 300.000000 300.000000 -20.200000
233 1545616113 0.000000 96.000000 300.000000 300.000000 -20.200000
233 1545616114 0.000000 108.800000 300.000000 300.000000 -20.200000
233 1545616115 0.000000 108.800000 300.000000 300.000000 -20.200000
233 1545616116 0.000000 108.800000 300.000000 300.000000 -20.200000
233 1545616117 0.000000 108.800000 300.000000 300.000000 -20.200000
233 1545616118 0.000000 108.800000 300.000000 300.000000 -20.200000
233 1545616119 0.000000 119.200000 300.000000 300.000000 -20.200000
233 1545616120 0.000000 119.200000 300.000000 300.000000 -20.200000
233 1545616121 0.000000 119.200000 300.000000 300.000000 -20.200000
233 1545616122 0.000000 119.200000 300.000000 300.000000 -20.200000
233 1545616123 0.000000 119.200000 300.000000 300.000000 -20.200000
233 1545616124 -0.016897 130.200000 297.800000 297.800000 -20.200000
233 1545616125 -0.016897 130.200000 295.600000 295.600000 -20.200000
233 1545616126 -0.016897 130.200000 293.400000 293.400000 -20.200000
233 1545616127 -0.016897 130.200000 291.200000 291.200000 -20.200000
233 1545616128 -0.016897 130.200000 289.000000 289.000000 -20.200000
233 1545616129 0.009589 146.000000 290.400000 290.400000 -20.200000
233 1545616130 0.009589 146.000000 291.800000 291.800000 -20.200000
233 1545616131 0.009589 146.000000 293.200000 293.200000 -20.200000
233 1545616132 0.009589 146.000000 294.600000 294.600000 -20.200000
233 1545616133 0.009589 146.000000 296.000000 296.000000 -20.200000
233 1545616134 0.003741 160.400000 296.600000 296.600000 -20.200000
233 1545616135 0.003741 160.400000 297.200000 297.200000 -20.200000
233 1545616136 0.003741 160.400000 297.800000 297.800000 -20.200000
233 1545616137 0.003741 160.400000 298.400000 298.400000 -20.200000
233 1545616138 0.003741 160.400000 299.000000 299.000000 -20.200000
233 1545616139 -0.004667 171.400000 298.200000 298.200000 -20.200000
233 1545616140 -0.004667 171.400000 297.400000 297.400000 -20.200000
233 1545616141 -0.004667 171.400000 296.600000 296.600000 -20.200000
233 1545616142 -0.004667 171.400000 295.800000 295.800000 -20.200000
233 1545616143 -0.004667 171.400000 295.000000 295.000000 -20.200000
233 1545616144 -0.001098 182.200000 294.800000 294.800000 -20.200000
233 1545616145 -0.001098 182.200000 294.600000 294.600000 -20.200000
233 1545616146 -0.001098 182.200000 294.400000 294.400000 -20.200000
233 1545616208 0.000000 0.200000 300.000000 300.000000 2040.200000
233 1545616207 0.000000 0.200000 300.000000 300.000000 2040.200000
233 1545616206 0.000000 0.200000 300.000000 300.000000 2040.200000
233 1545616205 0.000000 0.200000 300.000000 300.000000 2040.200000
233 1545616204 0.000000 0.200000 300.000000 300.000000 2040.200000
233 1545616203 0.000000 0.200000 300.000000 300.000000 2040.200000
233 1545616202 0.000000 0.200000 300.000000 300.000000 2040.200000
233 1545616201 0.000000 0.200000 300.000000 300.000000 2040.200000
233 1545616200 0.000000 0.200000 300.000000 300.000000 2040.200000
233 1545616199 0.000000 0.200000 300.000000 300.000000 2040.200000
233 1545616198 0.000000 0.200000 300.000000 300.000000 2040.200000
233 1545616197 0.000000 0.200000 300.000000 300.000000 2040.200000
